STUDENT_ID,X1POVERTY,X1CONTROL,X1LOCALE,X1REGION,S2SEX,S2FRDROPOUT,S2EDUASP,S2EDUEXP,S2SUREBA,S2CLG2013,S2GOVLOAN,S2OCC30EARN,S2FAVSUBJ,S2CANTAFFORD,S2ACADEMIC,S2CANTSEND,S2HSJOBEVER,S2HSJOBHR,S3ANYCLGCRED,S3DUAL,S3APMATH,S3APSCIENCE,S3CNSLCLG,S3CLGINFLU,X1FAMINCOME,X3TGPATOT,X1RACE
20244,0,Public,Suburb,Northeast,Female,0,6,10,1,1,1,-9,3,1,0,-7,1,22,1,2,-7,-7,1,4,5,2.5,8
20245,0,Public,City,Midwest,Male,0,6,10,1,1,3,60000,10,4,1,0,1,30,1,2,0,0,1,4,10,3.5,8
20246,-8,Public,City,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.5,3
20247,0,Public,City,West,Male,1,7,8,2,1,1,55000,7,3,0,0,1,40,0,-7,-7,-7,1,4,2,2.5,5
20248,0,Public,Rural,South,Male,0,5,8,2,1,2,35000,11,-9,0,0,1,25,1,1,0,0,1,10,6,3.5,8
20249,-8,Public,City,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,8
20250,0,Private,City,South,Female,0,6,10,1,1,3,95000,3,4,0,0,0,-7,0,-7,-7,-7,2,10,5,3.5,3
20251,0,Public,City,Midwest,Female,0,7,12,1,1,2,150000,13,4,0,-7,1,15,1,2,1,0,2,4,6,4,8
20252,0,Private,Suburb,South,Male,0,8,13,2,1,1,90000,6,-9,0,-7,0,-7,0,-7,-7,-7,1,4,6,2.5,6
20253,0,Public,City,South,Male,0,6,10,1,1,2,100000,6,4,1,0,0,-7,1,1,1,1,1,4,7,2.5,2
20255,0,Public,Suburb,South,Female,0,6,10,1,1,2,150000,11,4,0,0,0,-7,0,-7,-7,-7,1,4,8,2.5,8
20256,-8,Public,Town,South,Female,0,6,8,1,1,3,90000,9,2,0,-7,1,15,-4,-4,-4,-4,-4,-4,-8,4,8
20257,0,Public,Suburb,Northeast,Female,1,5,8,1,1,-9,60000,2,3,1,0,0,-7,1,1,-7,-7,1,4,5,3.5,8
20258,0,Public,City,Midwest,Male,0,7,13,3,3,2,-7,7,4,1,0,1,22,-8,-8,-8,-8,-8,-8,5,1.5,8
20259,0,Public,Rural,South,Male,0,7,10,1,1,1,80000,6,3,0,-7,0,-7,0,-7,-7,-7,1,4,5,3,8
20260,0,Public,Rural,West,Female,0,7,10,1,1,2,60000,9,3,0,-7,1,6,1,2,1,1,1,4,6,3.5,8
20261,0,Public,Town,Northeast,Female,-9,5,8,1,1,1,85000,9,3,0,-7,0,-7,1,1,-7,-7,1,10,2,3.5,8
20262,1,Public,Town,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2,8
20263,-8,Public,Rural,South,Male,1,3,2,3,1,2,80000,3,1,0,-7,1,30,-8,-8,-8,-8,-8,-8,-8,2.5,5
20264,-8,Public,Suburb,Midwest,Female,0,5,7,2,1,3,-7,1,3,0,0,1,20,0,-7,-7,-7,1,4,-8,3,5
20265,-8,Public,City,West,Female,0,6,6,2,2,3,-7,13,2,0,0,0,-7,-4,-4,-4,-4,-4,-4,-8,2,6
20266,0,Public,Suburb,South,Male,0,7,8,1,1,1,-7,11,3,1,0,1,24,1,1,1,0,2,4,3,3.5,8
20267,1,Public,Rural,South,Male,0,6,6,3,1,2,75000,13,4,0,0,1,15,-8,-8,-8,-8,-8,-8,2,3,8
20268,0,Public,Suburb,South,Male,1,7,12,1,1,1,1000000,11,3,0,0,1,15,0,-7,-7,-7,1,10,4,2.5,8
20269,0,Public,City,South,Female,1,6,8,1,1,3,65000,6,3,0,0,1,18,0,-7,-7,-7,1,4,6,2.5,5
20270,-8,Public,Suburb,Midwest,Female,0,6,10,1,1,3,100000,9,2,1,0,1,40,-8,-8,-8,-8,-8,-8,-8,0.5,3
20271,-8,Public,City,West,Male,0,7,13,1,1,1,-7,6,3,0,0,1,-9,0,-7,-7,-7,1,4,-8,3,5
20272,0,Private,City,Northeast,Female,1,7,8,1,1,1,45000,11,2,0,1,0,-7,1,2,0,0,1,4,5,-8,5
20273,0,Public,City,Midwest,Male,1,7,8,1,1,2,200000,6,2,0,0,0,-7,0,-7,-7,-7,1,9,5,3,3
20274,-8,Public,Rural,South,Male,0,7,12,1,1,1,350000,7,3,0,0,1,25,-4,-4,-4,-4,-4,-4,-8,-8,5
20276,0,Public,Suburb,South,Female,0,5,8,2,1,1,-7,-9,2,0,-7,0,-7,1,2,0,1,1,3,3,3,8
20277,0,Public,Suburb,Midwest,Female,1,5,6,1,1,3,40000,12,2,0,0,0,-7,0,-7,-7,-7,-7,1,2,2,5
20278,0,Public,City,South,Male,0,7,8,1,1,2,80000,6,4,0,0,1,20,0,-7,-7,-7,1,10,5,3,8
20279,0,Public,Town,West,Male,0,5,6,2,1,3,70000,3,3,0,0,1,4,-4,-4,-4,-4,-4,-4,4,2.5,8
20280,0,Private,Suburb,South,Female,0,5,8,2,1,3,45000,6,4,0,0,1,12,0,-7,-7,-7,2,10,6,2.5,8
20281,0,Public,Suburb,Midwest,Male,0,5,10,2,3,1,-7,7,1,0,1,1,18,0,-7,-7,-7,1,4,5,2.5,8
20282,0,Public,Town,Northeast,Female,0,7,8,2,1,2,50000,1,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,3,3,8
20283,0,Public,City,Midwest,Female,0,6,9,1,1,1,-7,1,2,-9,0,0,-7,1,1,0,0,1,10,3,3.5,6
20284,1,Public,Rural,South,Male,3,6,13,1,1,1,200000,7,2,1,0,1,0,0,-7,-7,-7,3,4,2,2.5,8
20285,-8,Public,Suburb,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,8
20286,0,Private,City,South,Female,0,7,12,2,1,1,1000000,3,4,0,-7,1,10,1,1,1,1,1,4,13,3,8
20287,0,Public,City,South,Female,1,6,8,2,1,1,-9,13,2,0,0,1,12,0,-7,-7,-7,3,10,5,2.5,8
20288,0,Public,Suburb,Midwest,Male,0,7,10,1,1,1,-9,12,4,1,0,0,-7,1,1,0,1,1,4,7,3,8
20289,0,Public,Town,South,Male,1,8,4,4,2,-7,1000,4,2,0,1,1,2,0,-7,-7,-7,1,4,2,2,8
20290,0,Public,Suburb,West,Female,0,6,8,1,1,3,150000,12,4,1,0,0,-7,1,2,0,1,1,4,6,3.5,8
20291,0,Private,Suburb,West,Male,-9,7,10,2,1,1,-7,6,3,0,0,0,-7,0,-7,-7,-7,1,10,5,3,8
20292,0,Public,City,West,Female,0,8,8,2,1,3,-7,5,3,0,-7,1,30,1,2,1,1,1,4,5,3.5,8
20293,0,Public,Rural,West,Male,0,7,8,1,1,1,150000,11,4,0,0,0,-7,0,-7,-7,-7,1,5,3,3,4
20295,0,Public,Suburb,Midwest,Male,0,7,12,1,1,3,200000,3,3,0,0,0,-7,0,-7,-7,-7,1,3,2,2,3
20296,-8,Private,Suburb,South,Female,0,7,8,1,1,2,1000,1,4,0,0,0,-7,1,1,-7,-7,1,4,-8,3,5
20297,0,Public,Rural,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,-7,4,5,3.5,8
20298,0,Public,Suburb,South,Female,0,5,13,2,1,-7,150000,13,2,1,-9,0,-7,1,2,0,0,1,4,5,2.5,5
20299,0,Public,Rural,Midwest,Male,0,6,8,1,1,3,55000,3,3,0,0,0,-7,1,1,-7,-7,2,3,13,2,8
20300,0,Private,Town,Midwest,Male,0,8,10,1,3,-9,-9,-9,-9,-9,-9,-9,-9,0,-7,-7,-7,1,4,2,2,8
20301,-8,Public,Suburb,Midwest,Male,0,8,8,1,1,3,80000,6,3,0,-7,1,15,0,-7,-7,-7,1,10,-8,2.5,-9
20302,0,Public,Suburb,South,Male,0,4,6,3,1,3,90000,6,2,0,-7,0,-7,0,-7,-7,-7,2,4,2,2.5,8
20303,-8,Public,Suburb,Northeast,Male,1,5,6,2,1,3,65000,11,2,0,0,0,-7,0,-7,-7,-7,1,1,-8,2.5,8
20304,0,Public,Suburb,Midwest,Male,0,5,8,1,1,3,-7,7,3,1,0,0,-7,-8,-8,-8,-8,-8,-8,13,3,8
20305,-8,Public,City,South,Male,1,2,13,3,1,-9,1000000,-9,-9,0,0,1,20,-8,-8,-8,-8,-8,-8,-8,2.5,5
20306,0,Public,Suburb,Midwest,Male,0,6,7,2,1,3,80000,1,4,0,0,0,-7,0,-7,-7,-7,1,10,4,2,3
20308,0,Public,Suburb,South,Male,1,6,10,1,1,3,-7,6,2,0,1,1,20,0,-7,-7,-7,2,5,3,-8,6
20309,0,Public,City,West,Female,0,6,9,2,1,1,25000,13,3,1,1,0,-7,0,-7,-7,-7,1,4,2,2,5
20310,0,Public,Town,South,Male,0,7,10,1,1,1,65000,7,3,0,0,1,16,1,1,-7,-7,1,10,4,3,6
20312,0,Public,Rural,Northeast,Female,0,7,12,1,1,2,150000,3,4,1,-7,0,-7,1,2,1,1,1,4,10,3.5,2
20313,1,Public,Suburb,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1.5,3
20314,-8,Public,Town,West,Male,1,7,12,2,1,3,200000,13,2,0,0,1,10,-8,-8,-8,-8,-8,-8,-8,2,5
20315,0,Public,City,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,5,1,8
20316,-8,Public,Suburb,South,Male,0,5,8,2,1,1,200000,4,3,0,0,1,30,0,-7,-7,-7,3,4,-8,3,-9
20317,-8,Public,Rural,West,Female,0,6,10,1,1,3,50000,6,1,0,1,0,-7,0,-7,-7,-7,1,6,-8,2,6
20318,0,Public,Town,South,Female,0,3,6,2,1,3,80000,13,4,0,0,1,20,1,1,0,0,3,4,12,3.5,8
20319,0,Public,Suburb,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1.5,3
20320,0,Public,Rural,West,Female,0,7,12,1,1,2,100000,7,2,0,0,0,-7,-8,-8,-8,-8,-8,-8,6,2.5,3
20321,0,Public,Rural,South,Male,0,8,2,3,3,3,-7,-9,-9,-9,-7,0,-7,0,-7,-7,-7,1,4,4,2.5,8
20322,0,Public,Rural,South,Male,1,3,4,4,1,3,30000,13,-9,-9,1,1,4,0,-7,-7,-7,1,10,4,1.5,8
20323,0,Private,City,South,Male,0,7,11,1,1,3,100000,5,4,0,-7,0,-7,1,1,-7,-7,1,4,5,3.5,8
20324,0,Public,Suburb,South,Male,0,5,2,3,2,2,-7,12,1,0,0,0,-7,0,-7,-7,-7,3,5,4,1.5,5
20325,0,Public,Town,South,Male,1,4,2,4,2,-7,40000,13,-9,0,0,1,28,0,-7,-7,-7,3,11,3,2,8
20326,0,Public,City,South,Male,0,6,8,1,1,3,-7,13,3,1,0,0,-7,1,2,1,1,1,4,9,2,8
20327,0,Public,Suburb,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,0.5,3
20328,0,Public,City,South,Female,0,6,8,2,1,3,30000,1,4,0,0,0,-7,0,-7,-7,-7,1,4,5,3.5,3
20329,1,Public,Suburb,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,5
20330,0,Public,Town,Northeast,Male,0,7,8,2,1,1,-7,7,3,0,0,1,30,0,-7,-7,-7,1,4,5,3,8
20331,0,Public,Suburb,South,Male,5,3,2,3,1,1,90000,-9,-9,-9,-9,-9,-9,0,-7,-7,-7,1,4,5,2.5,8
20333,0,Private,Suburb,Midwest,Male,0,7,8,1,1,3,-7,2,3,0,0,1,0,1,2,0,0,1,4,8,2.5,8
20334,0,Public,Rural,South,Female,1,5,6,3,1,-7,-9,1,3,0,-7,0,-7,1,1,-7,-7,1,4,3,3,8
20335,-8,Public,Suburb,West,Female,0,3,2,3,1,3,75000,6,3,0,-9,0,-7,0,-7,-7,-7,-7,10,-8,-8,3
20336,-8,Public,Suburb,South,Male,1,5,8,2,1,1,-7,11,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,-8,-8,-9
20337,0,Public,Rural,South,Female,0,6,10,1,1,3,-7,6,3,0,0,0,-7,1,1,-7,-7,1,4,3,4,8
20338,0,Public,Suburb,Midwest,Female,0,6,8,2,1,3,20000,4,3,0,0,1,10,0,-7,-7,-7,1,12,5,3.5,2
20339,0,Public,City,Midwest,Female,0,5,8,2,1,2,-7,1,2,0,-9,0,-7,0,-7,-7,-7,2,11,5,2.5,8
20340,0,Public,Town,Northeast,Male,0,7,12,1,1,3,50000,11,4,1,0,1,6,0,-7,-7,-7,1,4,6,2.5,8
20341,-8,Public,Rural,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,6
20342,0,Public,Suburb,Northeast,Female,1,6,10,-9,1,2,-7,3,3,0,1,0,-7,-8,-8,-8,-8,-8,-8,2,2.5,5
20343,-8,Public,Rural,South,Male,5,7,12,2,1,1,750000,9,2,0,0,0,-7,1,2,0,1,1,10,-8,3,5
20344,0,Private,Suburb,Northeast,Female,0,6,8,1,1,-7,70000,1,3,0,0,0,-7,1,2,1,0,1,4,7,3,3
20345,0,Public,Suburb,Northeast,Female,0,6,8,2,1,3,40000,5,4,0,0,0,-7,1,1,1,1,2,4,8,3,8
20346,-8,Public,Rural,South,Male,5,8,2,2,1,3,-7,7,2,0,1,1,12,-4,-4,-4,-4,-4,-4,-8,-8,4
20348,-8,Public,City,Midwest,Male,2,3,1,-9,3,1,90000,7,3,0,0,0,-7,0,-7,-7,-7,2,10,-8,2,8
20349,0,Private,City,West,Male,1,3,8,2,1,3,100000,3,4,0,0,0,-7,-4,-4,-4,-4,-4,-4,13,3.5,6
20350,1,Public,Rural,Midwest,Male,0,6,8,1,1,1,40000,6,3,0,0,0,-7,1,2,0,0,1,4,1,2.5,3
20351,0,Public,City,South,Female,1,7,10,2,1,1,-7,6,3,0,0,0,-7,0,-7,-7,-7,1,4,4,2,8
20352,0,Private,City,Northeast,Female,0,6,8,1,1,1,60000,6,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,3,3,8
20353,0,Public,Rural,South,Female,0,7,10,1,1,3,75000,1,3,0,0,0,-7,0,-7,-7,-7,1,4,5,3.5,3
20354,0,Public,Rural,Midwest,Male,0,2,13,4,3,1,-7,4,1,0,1,1,30,0,-7,-7,-7,-7,11,2,1,8
20355,0,Public,City,West,Female,0,5,7,2,3,1,-7,4,1,0,0,0,-7,0,-7,-7,-7,1,4,3,2.5,8
20356,-8,Private,Town,Northeast,Male,0,7,13,2,2,3,-9,7,3,0,0,1,20,0,-7,-7,-7,1,1,-8,3,-9
20357,0,Public,Suburb,Midwest,Female,0,6,8,1,1,1,-9,1,3,1,0,0,-7,-4,-4,-4,-4,-4,-4,7,2.5,8
20358,0,Public,Suburb,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,1.5,8
20359,0,Public,Suburb,Northeast,Female,0,7,8,1,1,1,-9,5,3,0,0,1,4,1,2,1,1,1,4,3,3.5,8
20360,0,Public,Rural,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,2,2.5,5
20361,-8,Public,City,South,Male,1,7,8,2,1,1,150000,6,2,1,0,0,-7,1,1,1,1,1,3,-8,2.5,5
20362,0,Public,Rural,South,Male,1,8,13,-9,2,3,85000,3,3,0,0,1,-9,1,2,-7,-7,2,11,7,2,6
20363,0,Public,Suburb,Midwest,Male,0,6,8,2,1,2,150000,1,3,0,0,0,-7,1,2,0,1,1,4,7,4,8
20364,1,Public,Rural,South,Female,0,5,6,2,1,1,40000,1,2,0,0,0,-7,-4,-4,-4,-4,-4,-4,1,2.5,3
20365,0,Public,Suburb,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,1,10,6,2.5,8
20366,0,Public,Rural,South,Male,0,6,8,1,1,3,150000,11,3,0,0,0,-7,1,2,1,1,2,4,6,3,8
20367,-8,Public,Rural,Midwest,Male,0,2,2,4,2,-7,-7,7,4,0,1,0,-7,-8,-8,-8,-8,-8,-8,-8,2.5,-9
20368,0,Public,Suburb,Midwest,Female,1,6,10,1,1,1,85000,5,1,0,0,1,12,0,-7,-7,-7,1,4,5,3.5,8
20369,0,Public,Suburb,Midwest,Male,1,7,9,2,1,2,-7,5,3,0,0,1,24,0,-7,-7,-7,1,10,3,3,8
20370,1,Public,Town,South,Female,1,7,10,1,1,3,30000,1,3,0,-7,0,-7,1,1,1,0,3,4,1,4,8
20371,0,Public,Suburb,South,Female,0,3,4,2,1,3,-9,5,3,0,0,0,-7,1,2,0,1,2,4,5,2.5,3
20372,1,Public,Suburb,West,Male,1,5,8,1,1,3,30000,11,3,0,0,1,20,1,2,0,0,1,4,1,2,7
20373,0,Private,City,Midwest,Male,0,7,8,1,1,1,45000,6,3,0,0,1,4,1,1,-7,-7,1,4,4,2.5,8
20374,-8,Public,Town,South,Female,1,6,8,1,1,2,150000,6,3,0,0,0,-7,0,-7,-7,-7,1,4,-8,3,8
20375,0,Public,Suburb,Midwest,Male,0,7,10,1,1,2,70000,10,2,0,0,0,-7,1,2,1,1,1,11,4,4,8
20376,0,Public,Suburb,South,Male,4,8,13,3,1,3,-9,7,2,0,0,1,-9,0,-7,-7,-7,-7,3,2,0.25,4
20377,0,Public,City,West,Female,2,3,2,3,3,2,100000,3,3,0,0,0,-7,0,-7,-7,-7,-7,5,8,1.5,1
20378,0,Public,Rural,South,Female,0,7,12,1,1,1,70000,11,3,0,0,0,-7,1,1,0,0,2,4,4,3.5,2
20379,-8,Public,Suburb,South,Male,0,6,2,3,1,2,-7,6,3,0,0,0,-7,-8,-8,-8,-8,-8,-8,-8,2.5,2
20380,0,Private,Town,Northeast,Male,5,5,4,3,1,3,-7,13,3,0,0,0,-7,0,-7,-7,-7,1,4,2,2.5,8
20381,0,Public,Suburb,South,Female,0,6,10,1,1,3,60000,7,4,0,0,1,20,1,1,0,0,2,4,8,3,3
20382,0,Private,City,Midwest,Male,0,5,8,1,1,1,60000,6,3,1,0,1,20,1,1,-7,-7,1,11,4,3,8
20383,-8,Private,Suburb,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,8
20384,-8,Public,Rural,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,8
20385,0,Private,Suburb,Northeast,Female,0,5,8,2,1,3,-7,6,3,0,0,0,-7,1,2,1,1,1,4,7,3.5,2
20386,-8,Public,Suburb,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0,-7,-7,-7,-7,10,-8,1.5,8
20387,0,Public,City,Midwest,Female,0,4,6,3,1,1,35000,12,2,0,0,1,4,1,1,0,0,1,5,5,3,8
20388,-8,Public,Rural,Midwest,Female,0,3,5,3,1,1,3000,7,2,0,1,0,-7,0,-7,-7,-7,1,4,-8,2,3
20389,-8,Public,Rural,Northeast,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1.5,5
20390,-8,Private,Suburb,South,Female,0,7,10,1,1,3,200000,1,3,0,-7,0,-7,-4,-4,-4,-4,-7,-4,-8,-9,3
20391,-8,Public,Suburb,Midwest,Male,0,7,12,1,1,3,150000,4,3,0,0,1,8,1,1,0,0,1,1,-8,3.5,3
20392,1,Public,City,Midwest,Female,1,5,13,2,1,3,-7,6,2,0,-7,0,-7,0,-7,-7,-7,2,10,1,-8,8
20393,0,Public,Town,Midwest,Female,0,6,10,2,1,1,-9,5,2,0,0,1,25,1,2,0,0,-7,10,3,3.5,8
20394,1,Private,Suburb,South,Male,0,6,10,1,1,3,150000,3,3,0,0,0,-7,0,-7,-7,-7,1,4,1,2.5,8
20395,-8,Private,City,West,Male,0,7,13,1,1,1,100000,11,2,1,-7,1,2,-4,-4,-4,-4,-4,-4,-8,-8,8
20396,0,Public,City,Midwest,Female,0,7,10,1,1,1,75000,3,3,0,0,1,10,1,2,1,1,1,10,3,3.5,8
20397,1,Public,Suburb,Northeast,Male,0,7,13,2,1,2,-7,11,3,0,0,0,-7,1,2,0,0,1,4,1,3,2
20398,0,Private,Suburb,South,Female,0,5,8,1,1,2,30000,6,3,0,0,1,4,1,1,-7,-7,1,4,13,3.5,8
20399,-8,Public,Rural,West,Male,2,2,2,3,3,2,50000,4,2,0,0,0,-7,-8,-8,-8,-8,-8,-8,-8,1,8
20400,-9,Public,Suburb,South,Male,5,8,13,3,3,-7,-7,6,2,0,0,0,-7,0,-7,-7,-7,-7,10,-9,-8,3
20401,-8,Public,Suburb,Midwest,Male,0,3,13,3,1,1,-7,1,3,0,0,1,32,0,-7,-7,-7,1,12,-8,2.5,4
20402,0,Public,Town,Midwest,Male,0,6,8,1,1,1,55000,13,4,0,0,1,15,0,-7,-7,-7,1,4,3,3,8
20403,-8,Public,City,West,Male,-9,6,10,1,1,3,100000,3,3,1,0,1,40,-8,-8,-8,-8,-8,-8,-8,2,-9
20404,-8,Private,Suburb,South,Male,0,6,10,1,1,1,-9,12,3,0,0,0,-7,0,-7,-7,-7,1,4,-8,2.5,3
20405,0,Private,City,South,Female,0,5,8,1,1,3,-7,6,3,0,0,0,-7,1,2,0,0,1,9,6,3,8
20406,-8,Public,Town,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,0.5,3
20407,0,Private,Suburb,West,Female,0,7,10,1,1,1,100000,1,3,0,0,1,20,1,1,-7,-7,2,4,9,4,6
20408,-8,Public,Suburb,South,Male,0,3,4,3,1,2,-9,13,3,0,-7,1,30,0,-7,-7,-7,2,11,-8,1.5,-9
20409,-8,Private,Suburb,South,Female,0,7,8,1,1,3,-7,13,3,0,0,1,4,-8,-8,-8,-8,-8,-8,-8,3,8
20410,0,Public,City,West,Female,0,7,12,1,1,3,60000,3,4,1,0,1,8,1,2,1,1,1,10,12,4,8
20411,0,Public,Suburb,South,Female,0,6,10,2,1,3,60000,11,3,0,0,0,-7,0,-7,-7,-7,1,4,7,3,8
20412,0,Public,Suburb,Northeast,Male,1,5,13,3,1,3,-7,3,1,0,1,0,-7,1,2,0,1,3,1,3,4,8
20413,-8,Public,Suburb,Northeast,Female,0,7,10,1,3,1,75000,1,4,0,0,0,-7,0,-7,-7,-7,1,10,-8,3.5,-9
20414,-8,Public,Suburb,Northeast,Female,1,2,2,3,1,1,-7,12,2,0,-7,0,-7,0,-7,-7,-7,2,10,-8,2,8
20415,0,Public,Suburb,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,4,4,8
20416,-8,Private,City,South,Female,0,6,10,1,1,1,-7,8,3,1,0,0,-7,1,2,1,1,1,10,-8,4,8
20417,0,Public,Rural,Northeast,Male,1,8,2,3,2,3,-7,10,3,0,0,0,-7,0,-7,-7,-7,1,1,5,1,8
20418,0,Private,City,Midwest,Male,0,7,13,1,1,1,-7,7,3,0,0,0,-7,1,2,1,0,1,10,4,3.5,8
20419,0,Public,Suburb,Midwest,Female,1,7,8,1,1,3,-9,4,2,0,0,1,7,0,-7,-7,-7,1,10,3,1.5,5
20420,-8,Public,Rural,Midwest,Male,3,4,6,2,1,1,95000,4,1,0,0,1,20,0,-7,-7,-7,2,6,-8,-8,8
20421,0,Public,Rural,Midwest,Male,1,5,8,-9,1,2,-9,7,3,-9,-9,-9,-9,0,-7,-7,-7,1,4,6,2.5,8
20422,0,Public,City,West,Female,0,5,8,1,1,3,150000,4,2,0,0,0,-7,0,-7,-7,-7,3,5,4,2,3
20423,-8,Public,Rural,West,Male,0,7,8,2,1,2,100000,7,2,0,0,0,-7,1,3,-7,-7,1,1,-8,3.5,2
20425,1,Public,Rural,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,5
20426,0,Public,Rural,South,Female,1,7,12,1,1,3,100000,6,1,0,0,0,-7,1,3,1,1,1,4,2,4,8
20427,0,Private,Suburb,South,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,6,-8,8
20428,-8,Public,Suburb,West,Male,0,8,3,2,1,2,-7,6,3,0,-7,1,4,0,-7,-7,-7,1,4,-8,3,-9
20429,0,Private,Suburb,South,Male,0,7,12,3,1,2,-7,3,4,0,0,0,-7,1,2,1,1,1,4,10,3.5,8
20430,0,Public,Suburb,West,Female,0,6,6,3,2,1,40000,1,1,1,-9,1,4,0,-7,-7,-7,2,4,3,2,8
20431,1,Public,Suburb,West,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1.5,5
20432,1,Public,Rural,Northeast,Male,0,8,13,2,1,3,-9,7,3,0,-7,0,-7,1,2,1,0,1,4,2,4,8
20433,-8,Private,City,South,Female,0,6,6,2,1,2,2000,5,4,0,-7,0,-7,0,-7,-7,-7,1,4,-8,3,8
20434,0,Private,Suburb,South,Male,0,7,8,2,1,3,150000,10,3,0,0,0,-7,0,-7,-7,-7,1,10,3,3.5,6
20435,0,Private,Suburb,West,Female,0,7,8,1,1,1,-7,11,4,0,0,1,8,1,2,0,1,1,11,5,3.5,8
20436,0,Public,Town,Midwest,Female,0,7,12,2,1,1,90000,9,3,0,0,0,-7,0,-7,-7,-7,1,10,3,3,8
20437,0,Public,Rural,South,Female,0,5,2,1,1,3,-9,7,2,0,0,0,-7,-8,-8,-8,-8,-8,-8,8,2.5,8
20438,0,Private,City,Northeast,Female,0,6,10,1,1,2,90000,6,3,0,-7,0,-7,1,2,0,0,1,4,7,4,8
20439,0,Private,City,South,Female,0,7,13,2,1,2,-7,1,4,1,-9,-9,-9,1,2,1,1,1,4,5,3.5,8
20440,1,Public,Rural,Midwest,Female,0,5,8,1,1,1,60000,9,1,0,-7,1,40,-8,-8,-8,-8,-8,-8,1,3.5,6
20441,0,Public,Suburb,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,7,-8,8
20442,-8,Public,Rural,Midwest,Other or Not Defined,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,3,8
20443,0,Public,Town,South,Female,0,7,6,3,1,3,300000,9,2,0,0,0,-7,0,-7,-7,-7,2,3,2,3.5,5
20445,-8,Private,City,West,Male,0,7,12,1,1,3,95000,2,3,0,0,0,-7,1,2,1,1,1,4,-8,3.5,2
